"Agency_ID","Pax_ID","booking_id","Tran_id","Inv_Type","Inv_Tran_Date","Inv_Tran_Time","Inv_Val","inv_num"
"91282774","89380","14","1","I","20161221","102723","511.4","6293025"
"91282774","89380","14","1","R","20170203","172003","-25.64","5044964"
"91282774","95541","5","1","I","20161221","105328","457.44","6293028"
"91282774","95541","5","1","R","20170203","150046","-25.64","5044961"
"91282774","94162","5","1","I","20161229","112818","238.86","6293388"
"91282774","94162","5","1","I","20170203","102512","0","0"
"91282774","94162","5","1","I","20170203","102712","0","0"
"91282774","88728","79","1","I","20161230","113045","438","6293439"
"91282774","88728","79","1","I","20170202","112919","0","6293439"
"91282774","97756","1","1","I","20161230","171103","4806.17","6293455"
"91282774","97756","1","1","R","20170203","104443","-4806.17","5044953"
"91282774","40896","74","1","I","20170106","163245","291.46","6294053"
"91282774","40896","74","1","I","20170202","114737","0","6294053"
"91282774","97798","1","1","I","20170104","140243","510.54","6293695"
"91282774","97798","1","1","R","20170104","0","-510.54","5044750"
"91282774","97798","1","1","I","20170118","135343","510.54","6295378"
"91282774","97798","1","1","R","20170203","113644","-74.04","5044955"
"91282774","71531","77","1","I","20170105","165340","200.21","6293909"
"91282774","71531","77","1","I","20170125","94625","60","6296312"
"91282774","90645","16","1","I","20170106","102134","89.32","6293934"
"91282774","90645","16","1","I","20170106","102518","0","6293934"
"91282774","90645","16","1","I","20170203","103026","0","0"
"91282774","89025","17","1","I","20170106","102427","89.32","6293937"
"91282774","89025","17","1","I","20170203","103004","0","0"
"91282774","89594","23","1","I","20170106","103215","290.25","6293941"
"91282774","89594","23","1","I","20170203","103359","0","0"
"91282774","95727","11","1","I","20170106","103503","290.25","6293943"
"91282774","95727","11","1","I","20170203","103335","0","0"
"91282774","89332","34","1","I","20170106","103826","290.25","6293945"
"91282774","89332","34","1","I","20170203","103414","0","0"
"91282774","89593","24","1","I","20170106","104103","290.25","6293947"
"91282774","89593","24","1","I","20170203","103433","0","0"
"91282774","89174","9","1","I","20170106","110832","216","6293955"
"91282774","89174","9","1","I","20170203","103514","0","0"
"91282774","88821","180","1","I","20170106","111436","143.11","6293956"
"91282774","88821","180","1","I","20170203","104241","0","0"
"91282774","90348","49","1","I","20170106","111824","143.11","6293957"
"91282774","90348","49","1","I","20170203","104220","0","0"
"91282774","88047","13","1","I","20170106","125227","301.14","6293982"
"91282774","88047","13","1","I","20170203","104105","0","0"
"91282774","97861","1","1","I","20170202","104027","1071","6297354"
"91282774","84194","8","1","I","20170109","93139","106.22","6294095"
"91282774","84194","8","1","I","20170202","115245","0","6294095"
"91282774","93038","11","1","I","20170109","160859","57.15","6294222"
"91282774","93038","11","1","I","20170202","115359","0","6294222"
"91282774","40180","69","1","I","20170109","173905","556.45","6294256"
"91282774","40180","69","1","I","20170125","95429","120","6296314"
"91282774","81939","83","1","I","20170110","105844","1320","6294290"
"91282774","81939","83","1","I","20170202","141741","0","6294290"
"91282774","87955","8","1","I","20170203","170309","297","6297614"
"91282774","45303","83","1","I","20170110","170534","75.81","6294432"
"91282774","45303","83","1","I","20170202","145621","0","6294432"
"91282774","88846","17","1","I","20170111","131947","190.4","6294538"
"91282774","88846","17","1","I","20170202","151328","0","6294538"
"91282774","66816","59","1","I","20170111","141338","330.58","6294563"
"91282774","66816","59","1","I","20170202","151114","0","6294563"
"91282774","97904","1","4","I","20170111","175349","51.7","6294636"
"91282774","97904","1","4","R","20170203","161238","-51.7","5044963"
"91282774","89653","15","1","I","20170112","103449","613.34","6294647"
"91282774","89653","15","1","I","20170203","103222","0","0"
"91282774","89455","32","6","I","20170112","124317","290.4","6294675"
"91282774","89455","32","6","I","20170203","104525","0","0"
"91282774","89454","29","6","I","20170112","124711","290.4","6294676"
"91282774","89454","29","6","I","20170203","104552","0","0"
"91282774","89456","8","6","I","20170112","125006","290.4","6294678"
"91282774","89456","8","6","I","20170203","104456","0","0"
"91282774","97935","2","4","I","20170112","142355","892.96","6294711"
"91282774","97935","2","4","I","20170203","105617","0","0"
"91282774","97935","1","4","I","20170112","142733","939.85","6294715"
"91282774","97935","1","4","I","20170203","105537","0","0"
